edge_id,source_name,sink_name,source_lat,source_lon,sink_lat,sink_lon,record_count,scheduled,abs_median_deviation,relative_deviation_factor,flow
9022003780173/9022003700433,Lunda (Uppsala),Tallåsen (Uppsala),59.898972,17.722846,59.897486,17.732393,188,46,2,0.939,8.024181818181818
9022003760103/9022003760105,Gryttby (Tierp),Hübinett (Tierp),60.112951,17.577596,60.119758,17.576126,254,43,18,0.695,8.024090909090908
9022003780343/9022003780330,Hästhagen (Östuna) (Knivsta),Tisslinge västra (Knivsta),59.772611,17.855538,59.767318,17.866198,192,57,-4,0.917,8.00290909090909
9022003717062/9022003717061,Ulebo (Heby),"Tärnsjö vägskäl, v. 56 (Heby)",59.956505,16.852975,59.95771,16.840197,226,52,15,0.779,8.002454545454546
9022003780314/9022003780326,Östuna bygdegård (Knivsta),Östuna kyrka (Knivsta),59.75945,17.891982,59.763981,17.880855,187,51,0,0.941,7.9985
9022003782429/9022003782417,Snesslingeberg (Östhammar),Pälsfarmen (Östhammar),60.31655,18.261463,60.324667,18.249326,185,55,0,0.95,7.988636363636362
9022003780278/9022003780053,Kumla 1 (Uppsala),Lilla Malmen (Uppsala),59.754606,17.457219,59.753741,17.472406,195,64,-3,0.899,7.968409090909091
9022003780049/9022003780299,Balingsta kyrka (Uppsala),Balingsta by (Uppsala),59.762968,17.425169,59.759759,17.432701,241,77,-30,0.727,7.963954545454546
9022003717048/9022003717047,Kroksbo (Heby),Hedenslund,60.039115,16.830018,60.047004,16.854205,208,133,-25,0.842,7.960727272727273
9022003780807/9022003780801,Långåker (Uppsala),Forsby (Uppsala),60.05177,17.481785,60.04598,17.497198,308,56,37,0.568,7.951999999999999
9022003705006/9022003705080,Majorvägen (Håbo),Karolinas väg (Håbo),59.643176,17.46263,59.64515,17.461326,349,10,10,0.5,7.931818181818182
9022003782324/9022003782317,Norrsved (Östhammar),Marka (Östhammar),60.234377,18.366094,60.218392,18.363349,206,72,14,0.846,7.921636363636363
9022003780326/9022003780328,Östuna kyrka (Knivsta),Tisslinge östra (Knivsta),59.763981,17.880855,59.766363,17.874399,187,28,-1,0.931,7.913500000000001
9022003780685/9022003780694,Skuttunge kyrka (Uppsala),Hagby (Skuttunge) (Uppsala),59.998579,17.513921,60.00208,17.516002,348,30,26,0.5,7.909090909090909
9022003780053/9022003780054,Lilla Malmen (Uppsala),Ärnesta vägskäl (Uppsala),59.753741,17.472406,59.759026,17.485981,195,76,3,0.892,7.906363636363636
9022003782347/9022003782335,Börstils kyrka (Östhammar),Hanneberg (Östhammar),60.242749,18.349588,60.239125,18.358734,206,25,5,0.844,7.90290909090909
9022003780605/9022003780614,Bråtorp (Testenbadet) (Uppsala),Öster-Edinge (Uppsala),59.954361,18.064846,59.957479,18.078272,272,93,-48,0.639,7.900363636363636
9022003780578/9022003780574,Äskelunda vägskäl (Bälinge) (Uppsala),Isgrena (Uppsala),59.951688,17.500787,59.949063,17.517011,202,112,-14,0.86,7.8963636363636365
9022003705036/9022003705038,Fånäs (Bålsta) (Håbo),Dyarne (Bålsta) (Håbo),59.556052,17.5458,59.557684,17.53987,223,119,-34,0.778,7.8860909090909095
9022003782288/9022003782268,Stockby vägskäl (Harg) (Östhammar),Hargs kyrka (Östhammar),60.195875,18.379344,60.187068,18.390286,206,45,9,0.842,7.884181818181817
9022003782303/9022003782288,Löhammars vägskäl (Östhammar),Stockby vägskäl (Harg) (Östhammar),60.206726,18.372238,60.195875,18.379344,206,50,9,0.842,7.884181818181817
9022003700536/9022003793052,Stenhagen (Uppsala),Skiljebomotet (Västerås),59.848034,17.564211,59.613876,16.599517,180,3368,-129,0.963,7.879090909090909
9022003781541/9022003781542,Enköping Åkersberg,Enköping Bovieran,59.628304,17.127026,59.632403,17.123801,214,47,11,0.81,7.879090909090909
9022003717042/9022003717041,Östa vägskäl (Heby),Tärnsjö Hedenslund,60.135582,16.901868,60.139286,16.905483,226,26,7,0.765,7.858636363636364
9022003717042/9022003717043,Östa vägskäl (Heby),Råsbo vägskäl (Heby),60.135582,16.901868,60.095129,16.879549,208,221,46,0.83,7.847272727272728
9022003705018/9022003705111,Helgövägen (Bålsta) (Håbo),Infra Park (Bålsta) (Håbo),59.554059,17.526064,59.559794,17.536441,223,168,-49,0.774,7.845545454545455
9022003717044/9022003717045,Lilla Runhällen (Heby),Rödmossa vägskäl (Heby),60.079121,16.879891,60.073362,16.878302,208,29,6,0.829,7.837818181818182
9022003779190/9022003779189,Näs Söderby (Uppsala),Söderby Gård (Uppsala),59.818303,17.496077,59.81415,17.502818,208,34,4,0.829,7.837818181818182
9022003191008/9022003191006,Stora Sjudargården (Sigtuna),Kämpasten (Sigtuna),59.617632,17.689443,59.622073,17.685987,383,45,55,0.45,7.83409090909091
9022003781434/9022003781047,Skogsbovägen (Kolarvik) (Enköping),Fagerudd konferens (Enköping),59.582246,17.076667,59.585959,17.071461,199,57,8,0.866,7.833363636363636
9022003781194/9022003781054,Lingongatan (Enköping),Vulcanusvägen (Enköping),59.634519,17.117803,59.637668,17.113476,214,90,-22,0.804,7.8207272727272725
9022003781166/9022003781149,Lasarettet (Enköping),Vappa säteri (Enköping),59.629217,17.068019,59.620314,17.04238,232,165,40,0.741,7.814181818181818
9022003717062/9022003717063,Ulebo (Heby),Hedåsen norra (Heby),59.956505,16.852975,59.95406,16.858983,208,40,-7,0.826,7.809454545454545
9022003760124/9022003760060,Brunnby (Vendel) (Tierp),Vendels skola (Tierp),60.173036,17.614347,60.165288,17.605778,234,46,17,0.734,7.807090909090909
9022003782355/9022003782349,Berkinge vägskäl (Östhammar),Forsmarks kvarn (Östhammar),60.367192,18.027082,60.368873,18.151989,199,420,-66,0.863,7.806227272727273
9022003780187/9022003780646,Rycklinge vägskäl (Uppsala),Rycklingsboda (Uppsala),59.965863,18.11001,59.970754,18.131701,203,58,11,0.845,7.7970454545454535
9022003781196/9022003781182,Västerleds torg (Enköping),Strömgatan (Enköping),59.639772,17.061766,59.63511,17.056398,234,74,26,0.733,7.796454545454545
9022003793033/9022003793115,Östervåla busstation (Heby),Gräsbovägen (Östervåla) (Heby),60.180183,17.179673,60.177939,17.177939,794,24,91,0.216,7.795636363636364
9022003705002/9022003705001,Västerskog (Bålsta) (Håbo),Räddningsstation (Bålsta) (Håbo),59.573973,17.499224,59.580932,17.49352,211,58,13,0.812,7.787818181818183
9022003782317/9022003782303,Marka (Östhammar),Löhammars vägskäl (Östhammar),60.218392,18.363349,60.206726,18.372238,206,55,12,0.831,7.7811818181818175
9022003705121/9022003705062,Apalle gård,Nyckelby (Håbo),59.598388,17.463791,59.603341,17.449793,184,53,1,0.93,7.778181818181818
9022003700437/9022003700448,Skölsta gård (Uppsala),Skölsta gärde södra (Uppsala),59.873195,17.725969,59.875142,17.722349,188,30,1,0.909,7.767818181818182
9022003780670/9022003780679,Lundby vägskäl (Faringe) (Uppsala),Storfjällen (Uppsala),59.980473,18.187875,59.9836,18.225768,177,107,1,0.964,7.7558181818181815
9022003780058/9022003779060,Högby vägskäl (Uppsala),Högby gård (Uppsala),59.797369,17.559013,59.794244,17.558422,195,21,2,0.875,7.755681818181818
9022003781542/9022003781194,Enköping Bovieran,Lingongatan (Enköping),59.632403,17.123801,59.634519,17.117803,214,43,11,0.796,7.742909090909091
9022003781344/9022003781179,Fjärdhundrabadet (Enköping),Vånga (Enköping),59.773813,16.915465,59.78608,16.905312,174,138,0,0.978,7.735090909090909
9022003781428/9022003781757,Storskogen (Enköping),Enköping Slalomvägen,59.608146,17.073783,59.619199,17.080047,199,104,-18,0.855,7.733863636363636
9022003717061/9022003717062,"Tärnsjö vägskäl, v. 56 (Heby)",Ulebo (Heby),59.95771,16.840197,59.956505,16.852975,208,67,-15,0.817,7.724363636363636
9022003781212/9022003781533,Lillängsgatan (Enköping),Långgatan (Enköping),59.643635,17.077267,59.644693,17.080162,203,66,-13,0.837,7.7232272727272715
9022003781149/9022003781166,Vappa säteri (Enköping),Lasarettet (Enköping),59.620314,17.04238,59.629217,17.068019,225,281,-92,0.755,7.721590909090908
9022003717057/9022003717058,Över Sävne (Heby),Källviken (Heby),59.998895,16.831965,59.993949,16.830773,208,40,-8,0.816,7.7149090909090905
9022003719008/9022003719056,Klockstapeln (Älvkarleö) (Älvkarleby),Älvkarleö skola (Älvkarleby),60.540464,17.417279,60.545044,17.420022,208,40,1,0.816,7.7149090909090905
9022003780055/9022003780344,Tuna östra (Uppsala),Tuna (Uppsala),59.776687,17.539874,59.778065,17.534728,195,21,1,0.87,7.711363636363636
9022003780299/9022003780283,Balingsta by (Uppsala),Storängsbron (Uppsala),59.759759,17.432701,59.756191,17.440268,212,68,0,0.8,7.70909090909091
9022003780614/9022003780605,Öster-Edinge (Uppsala),Bråtorp (Testenbadet) (Uppsala),59.957479,18.078272,59.954361,18.064846,273,36,11,0.621,7.706045454545454
9022003717056/9022003717057,Asplunda (Heby),Över Sävne (Heby),60.004316,16.836632,59.998895,16.831965,208,48,-11,0.814,7.696
9022003780058/9022003779063,Högby vägskäl (Uppsala),Lilla Bärsta (Uppsala),59.797369,17.559013,59.800218,17.549398,195,40,0,0.867,7.684772727272727
9022003700423/9022003700422,Åby (Uppsala),Törnby (Uppsala),59.896578,17.738023,59.893238,17.742886,188,44,4,0.898,7.673818181818182
9022003781433/9022003781431,Främjarstugan (Bredsand) (Enköping),Bredsands camping (Enköping),59.588727,17.072999,59.592269,17.074337,199,49,-4,0.847,7.661499999999999
9022003705038/9022003705036,Dyarne (Bålsta) (Håbo),Fånäs (Bålsta) (Håbo),59.557684,17.53987,59.556052,17.5458,229,83,-32,0.736,7.661090909090908
9022003191290/9022003191293,Forsbol (Norrtälje),Sättra vägskäl (Hallstavik) (Norrtälje),60.037483,18.502411,60.041636,18.557078,177,222,-12,0.951,7.651227272727272
9022003780268/9022003780269,Nibble (Uppsala),Gamla skolan (Västeråker) (Uppsala),59.749459,17.523964,59.751083,17.513675,178,52,-2,0.945,7.645909090909091
9022003780847/9022003780845,Läby snickeri (Uppsala),Vendels vägskäl (Läby) (Uppsala),60.092401,17.557367,60.089954,17.554379,316,28,23,0.532,7.641454545454546
9022003717054/9022003717053,Andersbo (Heby),Granitvägen (Runhällen) (Heby),60.019576,16.83318,60.023379,16.827684,208,46,-11,0.807,7.629818181818183
9022003782241/9022003782096,Björkvägen (Hargshamn) (Östhammar),Storvägen (Hargshamn) (Östhammar),60.1696,18.466591,60.170595,18.46222,335,16,15,0.5,7.613636363636363
9022003779189/9022003779190,Söderby Gård (Uppsala),Näs Söderby (Uppsala),59.81415,17.502818,59.818303,17.496077,212,49,-9,0.79,7.612727272727273
9022003780693/9022003780710,Bladåker vägskäl (Uppsala),Åkersholm (Uppsala),59.990149,18.267417,60.000439,18.309922,177,126,0,0.945,7.602954545454544
9022003782382/9022003782392,Johannisfors (Östhammar),Simundö vägskäl (Östhammar),60.345707,18.209789,60.338674,18.216897,192,42,5,0.87,7.592727272727272
9022003782392/9022003782382,Simundö vägskäl (Östhammar),Johannisfors (Östhammar),60.338674,18.216897,60.345707,18.209789,185,38,3,0.902,7.584999999999999
9022003781431/9022003781438,Bredsands camping (Enköping),Bredsand Yachtvägen,59.592269,17.074337,59.595329,17.076293,199,35,4,0.837,7.5710454545454535
9022003782412/9022003782417,Ledsundet (Östhammar),Pälsfarmen (Östhammar),60.328023,18.241591,60.324667,18.249326,192,27,1,0.867,7.566545454545454
9022003780328/9022003780326,Tisslinge östra (Knivsta),Östuna kyrka (Knivsta),59.766363,17.874399,59.763981,17.880855,192,33,-1,0.865,7.549090909090909
9022003781198/9022003781210,Litslenavägen (Enköping),Enköping station,59.640983,17.101477,59.644447,17.086076,214,205,-56,0.776,7.548363636363636
9022003782335/9022003782324,Hanneberg (Östhammar),Norrsved (Östhammar),60.239125,18.358734,60.234377,18.366094,206,27,7,0.806,7.547090909090909
9022003700302/9022003779158,Bälinge centrum (Uppsala),Rörby (Bälinge) (Uppsala),59.946394,17.535861,59.94009,17.544801,261,63,36,0.636,7.545272727272727
9022003717047/9022003717048,Hedenslund,Kroksbo (Heby),60.047004,16.854205,60.039115,16.830018,208,134,-34,0.798,7.544727272727274
9022003719079/9022003719083,Slåttervallen (Gårdskär) (Älvkarleby),Kiosken (Gårdskär) (Älvkarleby),60.607436,17.56568,60.609504,17.576312,237,40,18,0.7,7.540909090909091
9022003717045/9022003717046,Rödmossa vägskäl (Heby),Kroksbo vägskäl (Heby),60.073362,16.878302,60.051631,16.865984,208,114,29,0.797,7.535272727272728
9022003780343/9022003780345,Hästhagen (Östuna) (Knivsta),Olunda östra (Knivsta),59.772611,17.855538,59.775152,17.848055,187,33,-4,0.886,7.531
9022003760126/9022003760124,Bergby (Vendel) (Tierp),Brunnby (Vendel) (Tierp),60.176432,17.625274,60.173036,17.614347,283,37,27,0.585,7.525227272727272
9022003780679/9022003780686,Storfjällen (Uppsala),Haglunda (Uppsala),59.9836,18.225768,59.987288,18.255627,177,86,-6,0.934,7.514454545454545
9022003782382/9022003782370,Johannisfors (Östhammar),Kallerö vägskäl (Östhammar),60.345707,18.209789,60.350015,18.205956,185,26,2,0.893,7.509318181818181
9022003719069/9022003719071,Västanån södra (Älvkarleby),Kungsgården (Älvkarleby),60.575807,17.442206,60.580998,17.444913,208,74,-6,0.794,7.506909090909092
9022003705064/9022003705063,Krägga herrgård (Håbo),Aspvägen (Krägga) (Håbo),59.604512,17.406647,59.604378,17.413266,184,34,0,0.897,7.502181818181818
9022003705071/9022003705069,Granlund (Krägga) (Håbo),Murarvägen (Krägga) (Håbo),59.614902,17.393197,59.608319,17.393365,184,112,2,0.897,7.502181818181818
9022003782370/9022003782382,Kallerö vägskäl (Östhammar),Johannisfors (Östhammar),60.350015,18.205956,60.345707,18.209789,192,25,3,0.857,7.479272727272726
9022003782408/9022003782013,Kallrigafjärden (Östhammar),Ledsundet norra (Östhammar),60.335851,18.224007,60.329129,18.239083,192,57,8,0.857,7.479272727272726
9022003780349/9022003780345,Olunda västra (Knivsta),Olunda östra (Knivsta),59.7775,17.843141,59.775152,17.848055,192,29,3,0.857,7.479272727272726
9022003780345/9022003780343,Olunda östra (Knivsta),Hästhagen (Östuna) (Knivsta),59.775152,17.848055,59.772611,17.855538,192,31,2,0.857,7.479272727272726
9022003780584/9022003780868,Ströja vägskäl (Uppsala),Grönviksvägen (Lejsta) (Uppsala),59.9503,17.91415,59.948186,17.9484,177,93,8,0.928,7.466181818181818
9022003705008/9022003705110,Söderskogen södra (Skokloster) (Håbo),Måttan östra (Håbo),59.679156,17.583034,59.665492,17.565629,186,191,-23,0.883,7.465363636363636
9022003717054/9022003717055,Andersbo (Heby),Runhällen vägskäl (Heby),60.019576,16.83318,60.011905,16.839612,208,106,-27,0.789,7.459636363636364
9022003760313/9022003760322,Lövstabruk södra infarten (Tierp),Giboda (Tierp),60.40297,17.881354,60.389084,17.945251,185,188,24,0.886,7.450454545454545
9022003717058/9022003717059,Källviken (Heby),Klockarbo (Heby),59.993949,16.830773,59.98468,16.8326,208,74,-20,0.787,7.4407272727272735
9022003780349/9022003780357,Olunda västra (Knivsta),Marma (Östuna) (Knivsta),59.7775,17.843141,59.781039,17.838406,184,43,4,0.889,7.435272727272727
9022003700448/9022003700438,Skölsta gärde södra (Uppsala),Skölsta gärde (Uppsala),59.875142,17.722349,59.876867,17.72043,188,20,1,0.87,7.434545454545454
9022003781430/9022003781429,Ryssbo (Bredsand) (Enköping),Mariedal (Bredsand) (Enköping),59.599836,17.072567,59.602834,17.068925,199,45,-3,0.821,7.426318181818181
9022003780762/9022003780771,Kasbol (Uppsala),Vällnora vägskäl (Uppsala),60.017698,18.355036,60.018615,18.391453,177,87,0,0.923,7.4259545454545455
9022003760108/9022003760104,Öster-Ekeby (Tierp),Burunge (Tierp),60.129959,17.60392,60.113291,17.606968,186,142,1,0.878,7.423090909090909
9022003782412/9022003782013,Ledsundet (Östhammar),Ledsundet norra (Östhammar),60.328023,18.241591,60.329129,18.239083,185,15,0,0.882,7.416818181818181
9022003782013/9022003782408,Ledsundet norra (Östhammar),Kallrigafjärden (Östhammar),60.329129,18.239083,60.335851,18.224007,185,47,4,0.882,7.416818181818181
9022003781047/9022003781434,Fagerudd konferens (Enköping),Skogsbovägen (Kolarvik) (Enköping),59.585959,17.071461,59.582246,17.076667,189,58,8,0.863,7.413954545454546
9022003780052/9022003780283,Kumla 2 (Uppsala),Storängsbron (Uppsala),59.754083,17.451641,59.756191,17.440268,178,65,-3,0.916,7.411272727272729
9022003705059/9022003705121,Högstamalm vägskäl (Håbo),Apalle gård,59.598406,17.463827,59.598388,17.463791,184,23,3,0.885,7.401818181818181
9022003781179/9022003781360,Vånga (Enköping),Eklunda (Enköping),59.78608,16.905312,59.793024,16.901533,174,40,-2,0.935,7.3950000000000005
9022003781373/9022003781396,Fröslunda södra (Enköping),Altuna kyrka (Enköping),59.80807,16.915355,59.821029,16.923095,174,60,3,0.935,7.3950000000000005
9022003781396/9022003781387,Altuna kyrka (Enköping),Brunnby (Enköping),59.821029,16.923095,59.830475,16.927085,174,60,-3,0.935,7.3950000000000005
9022003781017/9022003781360,Sörängen (Enköping),Eklunda (Enköping),59.803721,16.906249,59.793024,16.901533,168,58,-2,0.967,7.384363636363636
9022003780047/9022003780048,Måsta vägskäl (Uppsala),Böksta (Uppsala),59.779011,17.41788,59.770546,17.409692,195,61,10,0.833,7.38340909090909
9022003717060/9022003717078,Stingtorpet (Heby),Norrgården (Heby),59.980037,16.835215,59.975114,16.8368,208,39,-11,0.78,7.374545454545455
9022003760274/9022003760284,Österänge (Tierp),Försäter (Tierp),60.456509,17.769178,60.441407,17.778387,203,72,17,0.798,7.363363636363636
9022003780757/9022003780732,Björkvallsskolan (Björklinge) (Uppsala),Häggeby (Björklinge) (Uppsala),60.02894,17.549127,60.023399,17.536942,241,91,45,0.672,7.361454545454547
9022003780574/9022003780566,Isgrena (Uppsala),Åkerlänna vägskäl (Bälinge) (Uppsala),59.949063,17.517011,59.946198,17.525418,168,52,1,0.964,7.361454545454546
9022003780694/9022003780685,Hagby (Skuttunge) (Uppsala),Skuttunge kyrka (Uppsala),60.00208,17.516002,59.998579,17.513921,309,21,20,0.524,7.359818181818182
9022003782004/9022003782367,Östhammar busstation,Ulrikeberg (Östhammar),60.258356,18.369683,60.259734,18.359201,395,52,75,0.409,7.34340909090909
9022003717060/9022003717059,Stingtorpet (Heby),Klockarbo (Heby),59.980037,16.835215,59.98468,16.8326,226,29,-10,0.714,7.334727272727273
9022003781411/9022003781412,Parkvägen (Grillby) (Enköping),Skogsvallen (Grillby) (Enköping),59.627188,17.262859,59.627379,17.254519,331,38,40,0.487,7.327136363636363
9022003719076/9022003719088,Fråganbo (Älvkarleby),Älvboda (Skutskär) (Älvkarleby),60.592003,17.436217,60.615041,17.427754,208,278,-88,0.774,7.317818181818183
9022003730083/9022003730036,Brunnbybadet (Knivsta),Spakbackens vägskäl (Knivsta),59.743082,17.827011,59.751195,17.89951,167,212,-8,0.963,7.310045454545454
9022003719021/9022003719059,Fisket (Älvkarleby),Solbacken (Älvkarleby),60.562608,17.43295,60.559938,17.431759,193,27,6,0.833,7.307681818181819
9022003780282/9022003780274,Häljebolsta (Uppsala),Västeråkers kyrka (Uppsala),59.755185,17.49988,59.752236,17.509962,212,47,2,0.758,7.304363636363637
