edge_id,source_name,sink_name,source_lat,source_lon,sink_lat,sink_lon,record_count,scheduled,abs_median_deviation,relative_deviation_factor,flow
9022003780399/9022003780412,Skärfälten (Uppsala),Kristineberg (Uppsala),59.819808,17.493532,59.835777,17.518776,1635,102,17,0.827,61.461136363636356
9022003700409/9022003700408,Lurbo bro (Uppsala),Vårdsätravik (Uppsala),59.805493,17.605702,59.801157,17.609567,1623,51,5,0.833,61.45268181818181
9022003780351/9022003780362,Västergärde (Uppsala),Bragby (Uppsala),59.782626,17.416665,59.789164,17.431746,1445,57,-3,0.935,61.41250000000001
9022003700545/9022003700303,Nyodlarvägen (Bälinge) (Uppsala),Prebendevägen (Bälinge) (Uppsala),59.950349,17.548453,59.946527,17.541416,1458,96,7,0.926,61.368545454545455
9022003781238/9022003781237,Skolsta (Enköping),Vällinge (Enköping),59.660698,17.243607,59.658907,17.220129,2106,54,21,0.641,61.36118181818183
9022003781334/9022003781341,Lilla Ransta (Enköping),Säva (Enköping),59.760383,17.374023,59.766391,17.387315,1428,51,0,0.945,61.339090909090906
9022003780607/9022003780627,Bälinge vägskäl (Lövstalöt) (Uppsala),Högsta (Uppsala),59.963431,17.582014,59.971262,17.578458,1479,53,-4,0.912,61.31127272727274
9022003781334/9022003781329,Lilla Ransta (Enköping),Gryta skola (Enköping),59.760383,17.374023,59.751352,17.353478,1447,78,-4,0.931,61.23440909090909
9022003780196/9022003779093,Viktoria (Uppsala),Uppsala Business Park södra (Uppsala),59.846117,17.709832,59.845819,17.70439,1711,46,-12,0.786,61.129363636363635
9022003700063/9022003700591,Vaksalagatan (Uppsala),Stadsbiblioteket (Uppsala),59.860707,17.643421,59.861031,17.635638,1784,78,22,0.753,61.061454545454545
9022003780412/9022003780399,Kristineberg (Uppsala),Skärfälten (Uppsala),59.835777,17.518776,59.819808,17.493532,1496,111,-6,0.897,60.996
9022003700162/9022003700160,Svartbäckens vårdcentral (Uppsala),Sköldungagatan (Uppsala),59.869091,17.628082,59.873208,17.625754,1704,81,21,0.787,60.95672727272727
9022003782367/9022003782076,Ulrikeberg (Östhammar),Vårdcentrum (Östhammar),60.259734,18.359201,60.259529,18.364715,1759,51,-3,0.76,60.765454545454546
9022003782076/9022003782004,Vårdcentrum (Östhammar),Östhammar busstation,60.259529,18.364715,60.258356,18.369683,1888,140,-22,0.707,60.67345454545454
9022003705061/9022003705068,Yttergrans kyrka (Håbo),Ekilla (Håbo),59.601567,17.507218,59.610362,17.500558,1531,53,8,0.871,60.61368181818182
9022003780387/9022003780380,Rosendal (Ramstalund) (Uppsala),Lund (Ramstalund) (Uppsala),59.806925,17.458861,59.803355,17.452198,1556,25,-1,0.857,60.61327272727273
9022003700065/9022003700094,Slottsbacken (Uppsala),Kyrkogårdsgatan (Uppsala),59.85489,17.632428,59.857313,17.62601,1720,91,26,0.775,60.59090909090909
9022003780362/9022003780351,Bragby (Uppsala),Västergärde (Uppsala),59.789164,17.431746,59.782626,17.416665,1642,51,-10,0.81,60.45545454545455
9022003705068/9022003705072,Ekilla (Håbo),Vi (Håbo),59.610362,17.500558,59.616768,17.49879,1531,32,4,0.868,60.40490909090909
9022003700532/9022003700330,Auroragatan (Uppsala),Fyrishov (Uppsala),59.871149,17.630462,59.87118,17.626946,1727,135,-39,0.768,60.288000000000004
9022003700115/9022003700607,Regins väg (Uppsala),Kungshögarna (Uppsala),59.894743,17.636974,59.897444,17.635157,1991,125,-59,0.665,60.182500000000005
9022003700600/9022003700443,Uppsala Centralstationen (Uppsala),Solrosgatan (Uppsala),59.858683,17.64372,59.857708,17.658856,1899,130,57,0.697,60.16377272727272
9022003700294/9022003700293,Lyssnavägen (Uppsala),Granebergsparken (Uppsala),59.786604,17.634215,59.787832,17.637613,1623,23,4,0.815,60.12477272727272
9022003700407/9022003700408,Granelidsvägen (Uppsala),Vårdsätravik (Uppsala),59.799646,17.615686,59.801157,17.609567,1681,41,7,0.783,59.82831818181818
9022003780715/9022003780759,Stavby kyrka (Uppsala),Skeberga (Uppsala),60.00935,17.969321,60.021835,17.987627,1464,90,3,0.899,59.824363636363636
9022003191086/9022003191157,Terminal 2 -3 (Arlanda) (Sigtuna),Driftvägen (Arlanda) (Sigtuna),59.64409,17.929886,59.648007,17.941966,1523,189,-28,0.863,59.74313636363637
9022003700445/9022003700444,Hjortrongatan (Uppsala),Klarbärsgatan (Uppsala),59.86317,17.708985,59.860323,17.707805,1899,105,-46,0.692,59.73218181818181
9022003700094/9022003700065,Kyrkogårdsgatan (Uppsala),Slottsbacken (Uppsala),59.857313,17.62601,59.85489,17.632428,1735,94,30,0.757,59.69977272727272
9022003700414/9022003700413,Martallsvägen (Uppsala),Källbovägen (Uppsala),59.819664,17.616504,59.816422,17.612014,1967,35,16,0.667,59.63586363636364
9022003779094/9022003780196,Kumla (Uppsala),Viktoria (Uppsala),59.84544,17.727368,59.846117,17.709832,1711,159,-47,0.766,59.57390909090909
9022003780832/9022003780829,Skyttorps skola,Skyttorps vägskäl (v. 290),60.074992,17.746007,60.072908,17.758281,1474,76,4,0.889,59.563
9022003780351/9022003780341,Västergärde (Uppsala),Brunna (Uppsala),59.782626,17.416665,59.778484,17.405159,1447,50,-1,0.903,59.39277272727272
9022003700129/9022003700094,Ekonomikum (Uppsala),Kyrkogårdsgatan (Uppsala),59.860404,17.620003,59.857313,17.62601,1735,66,13,0.752,59.305454545454545
9022003700356/9022003700355,Bonadsvägen (Uppsala),Handarbetsvägen (Uppsala),59.818737,17.690869,59.820816,17.691147,1818,39,15,0.717,59.25027272727273
9022003781279/9022003781287,Korskrogen (Enköping),Varsta (Enköping),59.703026,17.278517,59.710647,17.27942,1393,41,0,0.935,59.20250000000001
9022003780687/9022003780672,Gamla Gränome (Uppsala),Lydinge vägskäl (Uppsala),59.992551,17.952792,59.9839,17.944777,1487,51,-7,0.875,59.14204545454545
9022003700107/9022003700109,Ihres väg (Uppsala),Säves väg (Uppsala),59.847179,17.583151,59.846119,17.595102,1835,164,-63,0.709,59.13704545454545
9022003780024/9022003780731,Björklinge centrum (Uppsala),Björklingegården (Uppsala),60.029041,17.553025,60.023283,17.553959,1658,80,-14,0.783,59.009727272727275
9022003700124/9022003700123,Kantorsgatan (Uppsala),Heidenstamstorg (Uppsala),59.874129,17.640858,59.877638,17.645534,1994,120,-61,0.651,59.004272727272735
9022003700043/9022003700003,Stabby prästgård (Uppsala),Uppsala Mimmi Ekholms plats (Uppsala),59.863263,17.603931,59.866036,17.608651,1784,169,-61,0.727,58.95309090909091
9022003700003/9022003700043,Uppsala Mimmi Ekholms plats (Uppsala),Stabby prästgård (Uppsala),59.866036,17.608651,59.863263,17.603931,1794,64,25,0.722,58.87581818181818
9022003781270/9022003781274,Hallarbyvägen (Enköping),Härvesta (Enköping),59.692346,17.279078,59.697573,17.278846,1393,27,-2,0.929,58.82259090909091
9022003780715/9022003780687,Stavby kyrka (Uppsala),Gamla Gränome (Uppsala),60.00935,17.969321,59.992551,17.952792,1487,124,-18,0.87,58.80409090909091
9022003700444/9022003700441,Klarbärsgatan (Uppsala),Södra Slavstavägen (Uppsala),59.860323,17.707805,59.859064,17.706109,1899,96,-44,0.681,58.78268181818182
9022003781287/9022003781279,Varsta (Enköping),Korskrogen (Enköping),59.710647,17.27942,59.703026,17.278517,1395,35,0,0.927,58.780227272727274
9022003700550/9022003700443,Bolandsparken (Uppsala),Solrosgatan (Uppsala),59.858065,17.673619,59.857708,17.658856,1838,173,-73,0.701,58.565363636363635
9022003700218/9022003700021,Lundellska skolan (Uppsala),Grindstugan (Uppsala),59.838602,17.65123,59.839989,17.63996,1720,273,-90,0.749,58.55818181818182
9022003780687/9022003780715,Gamla Gränome (Uppsala),Stavby kyrka (Uppsala),59.992551,17.952792,60.00935,17.969321,1464,92,-11,0.879,58.49345454545455
9022003700100/9022003700101,Nordengatan (Uppsala),Ekebyhus (Uppsala),59.850913,17.606977,59.851643,17.603465,1873,77,34,0.686,58.40354545454546
9022003781274/9022003781270,Härvesta (Enköping),Hallarbyvägen (Enköping),59.697573,17.278846,59.692346,17.279078,1395,35,-1,0.921,58.399772727272726
9022003700362/9022003700363,Backmovägen (Uppsala),Nyckelaxet (Uppsala),59.815895,17.717948,59.814647,17.724098,1791,110,-43,0.717,58.37031818181818
9022003700617/9022003700622,Uppsala Regionens hus,Uppsala Stadshuset,59.860449,17.64587,59.86072,17.643797,3274,31,49,0.392,58.33672727272727
9022003780692/9022003780674,Gränbytä (Uppsala),Drälinge (Uppsala),60.001568,17.563927,59.991852,17.568161,1494,57,1,0.859,58.33390909090909
9022003700338/9022003700367,Lapplandsresan (Uppsala),Nämndemansvägen (Uppsala),59.816257,17.699161,59.820876,17.696998,2154,59,41,0.594,58.157999999999994
9022003781279/9022003781274,Korskrogen (Enköping),Härvesta (Enköping),59.703026,17.278517,59.697573,17.278846,1395,24,0,0.917,58.146136363636366
9022003781270/9022003781262,Hallarbyvägen (Enköping),Djurby (Enköping),59.692346,17.279078,59.681057,17.276985,1395,56,-4,0.917,58.146136363636366
9022003700536/9022003779087,Stenhagen (Uppsala),Kvarnbolund (Uppsala),59.848034,17.564211,59.845552,17.553071,2579,47,45,0.494,57.91027272727273
9022003700488/9022003700212,Stenhagens centrum (Uppsala),Stenröset (Uppsala),59.850824,17.558987,59.852678,17.564063,2170,61,42,0.587,57.89954545454545
9022003781262/9022003781270,Djurby (Enköping),Hallarbyvägen (Enköping),59.681057,17.276985,59.692346,17.279078,1393,61,-4,0.914,57.87281818181818
9022003782130/9022003782132,Skoby (Östhammar),Spånga vägskäl (Östhammar),60.032629,18.021,60.03617,18.034644,1464,33,0,0.868,57.76145454545455
9022003780722/9022003780712,Björklinge södra (Uppsala),Sandbro vägskäl (Björklinge) (Uppsala),60.0193,17.555776,60.012191,17.559022,1460,69,1,0.87,57.736363636363635
9022003700159/9022003700160,Torbjörnsgatan (Uppsala),Sköldungagatan (Uppsala),59.87541,17.622927,59.873208,17.625754,1804,57,26,0.704,57.727999999999994
9022003705057/9022003705061,Grans gård (Håbo),Yttergrans kyrka (Håbo),59.59451,17.510669,59.601567,17.507218,1531,35,7,0.829,57.69086363636364
9022003700404/9022003700406,Gullvivevägen (Uppsala),Slånvägen (Uppsala),59.791754,17.623506,59.795195,17.620041,1681,58,-19,0.753,57.53604545454545
9022003781262/9022003781249,Djurby (Enköping),Graneberg (Enköping),59.681057,17.276985,59.670976,17.272177,1395,50,3,0.907,57.51204545454545
9022003781329/9022003781334,Gryta skola (Enköping),Lilla Ransta (Enköping),59.751352,17.353478,59.760383,17.374023,1424,78,-10,0.888,57.477818181818186
9022003700256/9022003700141,Svärdsliljegatan (Uppsala),Gränbystaden (Uppsala),59.872624,17.6789,59.875371,17.675144,1713,173,-51,0.738,57.46336363636363
9022003781317/9022003781313,Salnecke park (Örsundsbro) (Enköping),Nysätravägen (Örsundsbro) (Enköping),59.738571,17.320076,59.738197,17.310473,1447,86,-6,0.873,57.4195909090909
9022003779087/9022003779085,Kvarnbolund (Uppsala),Nåsten (Uppsala),59.845552,17.553071,59.841521,17.535377,1674,44,10,0.754,57.37254545454546
9022003700153/9022003700152,Bärbyparken (Uppsala),Bärbygatan (Uppsala),59.884482,17.614813,59.885549,17.618158,1704,57,-20,0.74,57.31636363636363
9022003700270/9022003700499,Bolandsgatan (Uppsala),Coop/IKEA (Uppsala),59.848969,17.691311,59.846031,17.694,1720,60,21,0.733,57.30727272727273
9022003781001/9022003781301,Torslunda (Enköping),Kvekvägen (Örsundsbro) (Enköping),59.720408,17.284008,59.726077,17.297129,1393,67,7,0.905,57.30295454545455
9022003781001/9022003781287,Torslunda (Enköping),Varsta (Enköping),59.720408,17.284008,59.710647,17.27942,1395,50,3,0.902,57.195
9022003700032/9022003700622,Klostergatan (Uppsala),Uppsala Stadshuset,59.861158,17.636824,59.86072,17.643797,1387,139,0,0.907,57.182227272727275
9022003781274/9022003781279,Härvesta (Enköping),Korskrogen (Enköping),59.697573,17.278846,59.703026,17.278517,1393,29,-3,0.903,57.17631818181818
9022003780703/9022003780692,Gränby (Björklinge) (Uppsala),Gränbytä (Uppsala),60.009255,17.560373,60.001568,17.563927,1528,43,3,0.823,57.1610909090909
9022003700579/9022003700414,Slädvägen (Uppsala),Martallsvägen (Uppsala),59.823037,17.626494,59.819664,17.616504,1967,49,27,0.639,57.13240909090909
9022003781322/9022003781317,Salnecke (Örsundsbro) (Enköping),Salnecke park (Örsundsbro) (Enköping),59.742546,17.334235,59.738571,17.320076,1447,96,-14,0.868,57.090727272727264
9022003781287/9022003781001,Varsta (Enköping),Torslunda (Enköping),59.710647,17.27942,59.720408,17.284008,1381,56,-5,0.908,56.99763636363637
9022003780255/9022003730086,Boängsvägen (Knivsta),Knivsta Centralvägen,59.735323,17.797109,59.73055,17.786192,1540,148,-33,0.814,56.98
9022003780768/9022003780024,Sätunavägen (Björklinge) (Uppsala),Björklinge centrum (Uppsala),60.031316,17.552051,60.029041,17.553025,1780,73,-23,0.703,56.879090909090905
9022003700513/9022003700513,Uppsala Business Park västra (Uppsala),Uppsala Business Park västra (Uppsala),59.850242,17.700823,59.850242,17.700823,1970,120,-52,0.635,56.861363636363635
9022003782135/9022003782137,Söderby (Alunda) (Östhammar),Alunda kyrka (Östhammar),60.04704,18.047082,60.058353,18.067677,1535,71,12,0.813,56.72522727272727
9022003781326/9022003781322,Eningböle (Örsundsbro) (Enköping),Salnecke (Örsundsbro) (Enköping),59.74779,17.342622,59.742546,17.334235,1447,64,-2,0.862,56.696090909090906
9022003782046/9022003782356,Ringvägen (Östhammar),Gammelbyn (Östhammar),60.256055,18.348759,60.25371,18.346481,1786,42,18,0.698,56.66490909090909
9022003782130/9022003780767,Skoby (Östhammar),EWE-möbler (Uppsala),60.032629,18.021,60.024618,17.994664,1487,82,-2,0.836,56.506
9022003700155/9022003700153,Flottörgatan (Uppsala),Bärbyparken (Uppsala),59.881423,17.612039,59.884482,17.614813,1704,78,-29,0.729,56.464363636363636
9022003781313/9022003781317,Nysätravägen (Örsundsbro) (Enköping),Salnecke park (Örsundsbro) (Enköping),59.738197,17.310473,59.738571,17.320076,1428,52,7,0.869,56.406
9022003730012/9022003730084,Alsike skola (Knivsta),Alsike Åsgatan,59.750372,17.785799,59.747536,17.790488,1366,74,0,0.907,56.31645454545455
9022003700406/9022003700407,Slånvägen (Uppsala),Granelidsvägen (Uppsala),59.795195,17.620041,59.799646,17.615686,1681,92,-33,0.736,56.23709090909091
9022003700547/9022003700401,Stålgatan södra (Uppsala),Kungshörnet (Uppsala),59.845717,17.67382,59.844531,17.666277,1720,48,18,0.719,56.21272727272727
9022003700546/9022003779093,Rapsgatan (Uppsala),Uppsala Business Park södra (Uppsala),59.843842,17.688827,59.845819,17.70439,1696,87,33,0.728,56.122181818181815
9022003700003/9022003700374,Uppsala Mimmi Ekholms plats (Uppsala),Gimogatan (Uppsala),59.866036,17.608651,59.868859,17.607715,1741,69,29,0.709,56.10768181818182
9022003781341/9022003781334,Säva (Enköping),Lilla Ransta (Enköping),59.766391,17.387315,59.760383,17.374023,1447,61,9,0.853,56.10413636363636
9022003700171/9022003700170,Gnejsplan (Uppsala),Gnejsvägen (Uppsala),59.840954,17.598589,59.839828,17.596263,1488,55,10,0.829,56.07054545454545
9022003700622/9022003700591,Uppsala Stadshuset,Stadsbiblioteket (Uppsala),59.86072,17.643797,59.861031,17.635638,1873,108,61,0.657,55.934590909090915
9022003700208/9022003700208,Stenhagenskolan (Uppsala),Stenhagenskolan (Uppsala),59.857704,17.562829,59.857704,17.562829,1976,120,-27,0.622,55.86690909090909
9022003781249/9022003781242,Graneberg (Enköping),Litslena kyrka (Enköping),59.670976,17.272177,59.663594,17.265946,1395,41,3,0.881,55.86340909090909
9022003700617/9022003700001,Uppsala Regionens hus,Stora Torget (Uppsala),59.860449,17.64587,59.858594,17.639199,1623,273,-85,0.756,55.772181818181814
9022003780639/9022003780661,Högsta macken (Uppsala),Åsby (Uppsala),59.977159,17.575907,59.985206,17.571642,1479,54,0,0.828,55.664181818181824
9022003700141/9022003700255,Gränbystaden (Uppsala),Marknadsgatan (Uppsala),59.875371,17.675144,59.879833,17.674519,1726,62,25,0.707,55.46736363636363
9022003780380/9022003780387,Lund (Ramstalund) (Uppsala),Rosendal (Ramstalund) (Uppsala),59.803355,17.452198,59.806925,17.458861,1470,25,0,0.828,55.32545454545454
9022003780661/9022003780639,Åsby (Uppsala),Högsta macken (Uppsala),59.985206,17.571642,59.977159,17.575907,1460,43,5,0.833,55.280909090909084
9022003780731/9022003780722,Björklingegården (Uppsala),Björklinge södra (Uppsala),60.023283,17.553959,60.0193,17.555776,1658,51,4,0.733,55.24154545454545
9022003700270/9022003700203,Bolandsgatan (Uppsala),Hanselligatan (Uppsala),59.848969,17.691311,59.852417,17.693808,1713,73,26,0.709,55.20531818181818
9022003781317/9022003781322,Salnecke park (Örsundsbro) (Enköping),Salnecke (Örsundsbro) (Enköping),59.738571,17.320076,59.742546,17.334235,1428,90,15,0.85,55.17272727272727
9022003705054/9022003705052,Gransäterskolan (Bålsta) (Håbo),Medborgarhuset (Bålsta) (Håbo),59.582287,17.508174,59.576376,17.511858,1637,124,-41,0.741,55.13713636363636
9022003700323/9022003700549,Norrlandsgatan (Uppsala),Börjegatan (Uppsala),59.860709,17.608184,59.862598,17.613838,1794,53,26,0.675,55.04318181818182
9022003780341/9022003780351,Brunna (Uppsala),Västergärde (Uppsala),59.778484,17.405159,59.782626,17.416665,1445,40,-7,0.837,54.97568181818182
9022003779094/9022003779096,Kumla (Uppsala),"Årsta vägskäl, v. 282 (Uppsala)",59.84544,17.727368,59.844318,17.73965,1696,64,28,0.713,54.96581818181818
9022003781249/9022003781262,Graneberg (Enköping),Djurby (Enköping),59.670976,17.272177,59.681057,17.276985,1393,56,-9,0.868,54.960181818181816
9022003780829/9022003780832,Skyttorps vägskäl (v. 290),Skyttorps skola,60.072908,17.758281,60.074992,17.746007,1490,69,-18,0.811,54.92681818181819
9022003700157/9022003700155,Fjärdhundragatan (Uppsala),Flottörgatan (Uppsala),59.878713,17.617839,59.881423,17.612039,1704,175,-72,0.709,54.91527272727272
9022003700293/9022003700393,Granebergsparken (Uppsala),Trasthagen (Uppsala),59.787832,17.637613,59.789335,17.645711,1623,107,-33,0.744,54.886909090909086
9022003730015/9022003730014,Sättragatan (Alsike) (Knivsta),Vrå skogsväg (Alsike) (Knivsta),59.756849,17.7778,59.754813,17.781257,1383,54,0,0.873,54.879954545454545
9022003780341/9022003781341,Brunna (Uppsala),Säva (Enköping),59.778484,17.405159,59.766391,17.387315,1447,84,-16,0.833,54.78868181818181
9022003700608/9022003700600,Säbygatan (Uppsala),Uppsala Centralstationen (Uppsala),59.856482,17.657931,59.858683,17.64372,1270,119,3,0.947,54.66772727272727
9022003700355/9022003700354,Handarbetsvägen (Uppsala),Rörbäcksvägen (Uppsala),59.820816,17.691147,59.823215,17.693511,1818,35,18,0.661,54.62263636363637
9022003780380/9022003780371,Lund (Ramstalund) (Uppsala),Ramstalund (Uppsala),59.803355,17.452198,59.797842,17.445797,1511,42,-5,0.795,54.60204545454546
9022003700363/9022003700362,Nyckelaxet (Uppsala),Backmovägen (Uppsala),59.814647,17.724098,59.815895,17.717948,1811,64,33,0.663,54.57695454545455
9022003191088/9022003191157,SAS-hangaren (Arlanda) (Sigtuna),Driftvägen (Arlanda) (Sigtuna),59.652076,17.946269,59.648007,17.941966,1509,72,-14,0.795,54.52977272727273
9022003779085/9022003779087,Nåsten (Uppsala),Kvarnbolund (Uppsala),59.841521,17.535377,59.845552,17.553071,1635,62,19,0.733,54.47522727272727
9022003700106/9022003700107,Uppsala Hamberg,Ihres väg (Uppsala),59.849238,17.580245,59.847179,17.583151,1838,142,-78,0.652,54.471636363636364
9022003700538/9022003700152,Garnisonen (Uppsala),Bärbygatan (Uppsala),59.8879,17.607173,59.885549,17.618158,1804,60,30,0.663,54.366
9022003780661/9022003780674,Åsby (Uppsala),Drälinge (Uppsala),59.985206,17.571642,59.991852,17.568161,1479,42,-8,0.808,54.31963636363637
9022003780394/9022003780399,Sätra (Skärfälten) (Uppsala),Skärfälten (Uppsala),59.814732,17.481903,59.819808,17.493532,1440,40,2,0.829,54.26181818181818
9022003780672/9022003780687,Lydinge vägskäl (Uppsala),Gamla Gränome (Uppsala),59.9839,17.944777,59.992551,17.952792,1480,42,10,0.804,54.087272727272726
9022003780759/9022003780715,Skeberga (Uppsala),Stavby kyrka (Uppsala),60.021835,17.987627,60.00935,17.969321,1487,105,-27,0.8,54.07272727272728
9022003700310/9022003779168,Lytta (Uppsala),Lövstalöt södra (Uppsala),59.943833,17.591238,59.955074,17.585863,1479,75,-18,0.802,53.916272727272734
9022003700547/9022003700270,Stålgatan södra (Uppsala),Bolandsgatan (Uppsala),59.845717,17.67382,59.848969,17.691311,1353,180,0,0.876,53.874
9022003705050/9022003705003,Lilla Hagalund (Bålsta) (Håbo),Bålsta station,59.572541,17.521592,59.567475,17.532712,1631,265,-98,0.724,53.674727272727274
9022003780627/9022003780639,Högsta (Uppsala),Högsta macken (Uppsala),59.971262,17.578458,59.977159,17.575907,1479,40,-9,0.796,53.5129090909091
9022003700600/9022003700608,Uppsala Centralstationen (Uppsala),Säbygatan (Uppsala),59.858683,17.64372,59.856482,17.657931,1272,139,-1,0.924,53.42400000000001
9022003780063/9022003780394,Navestahage (Uppsala),Sätra (Skärfälten) (Uppsala),59.810858,17.470266,59.814732,17.481903,1440,33,6,0.816,53.41090909090909
9022003700544/9022003700373,Librobäck (Uppsala),Skebogatan (Uppsala),59.874143,17.594857,59.870731,17.602745,1313,70,4,0.892,53.23618181818182
9022003700072/9022003700073,Täljstenen (Uppsala),Kvickstensvägen (Uppsala),59.839678,17.613791,59.835991,17.612253,2163,28,20,0.538,52.89518181818182
9022003730014/9022003730013,Vrå skogsväg (Alsike) (Knivsta),Gränsgatan (Alsike) (Knivsta),59.754813,17.781257,59.752709,17.783837,1383,44,-7,0.841,52.86831818181818
9022003780759/9022003780767,Skeberga (Uppsala),EWE-möbler (Uppsala),60.021835,17.987627,60.024618,17.994664,1464,23,6,0.793,52.770545454545456
9022003780607/9022003780601,Bälinge vägskäl (Lövstalöt) (Uppsala),Lövstalöt norra (Uppsala),59.963431,17.582014,59.958427,17.584271,1461,26,5,0.793,52.662409090909094
9022003780627/9022003780607,Högsta (Uppsala),Bälinge vägskäl (Lövstalöt) (Uppsala),59.971262,17.578458,59.963431,17.582014,1461,41,8,0.791,52.529590909090906
9022003780601/9022003780607,Lövstalöt norra (Uppsala),Bälinge vägskäl (Lövstalöt) (Uppsala),59.958427,17.584271,59.963431,17.582014,1479,26,6,0.781,52.50450000000001
9022003700604/9022003700608,Björkgatan södra (Uppsala),Säbygatan (Uppsala),59.85561,17.666932,59.856482,17.657931,1270,111,-8,0.909,52.47409090909091
9022003700600/9022003700578,Uppsala Centralstationen (Uppsala),Svandammen (Uppsala),59.858683,17.64372,59.854288,17.638927,1596,147,58,0.723,52.45036363636363
9022003782137/9022003782135,Alunda kyrka (Östhammar),Söderby (Alunda) (Östhammar),60.058353,18.067677,60.04704,18.047082,1508,67,15,0.764,52.36872727272728
9022003700441/9022003700444,Södra Slavstavägen (Uppsala),Klarbärsgatan (Uppsala),59.859064,17.706109,59.860323,17.707805,1838,25,15,0.625,52.21590909090909
9022003700354/9022003700355,Rörbäcksvägen (Uppsala),Handarbetsvägen (Uppsala),59.823215,17.693511,59.820816,17.691147,1794,24,12,0.639,52.10754545454546
9022003700002/9022003700567,Fredrika Bremersgatan (Uppsala),Nyby köpcentrum (Uppsala),59.886818,17.654831,59.886218,17.661694,1819,69,39,0.63,52.08954545454546
9022003700550/9022003700450,Bolandsparken (Uppsala),Mistelgatan södra (Uppsala),59.858065,17.673619,59.85862,17.680665,1899,48,32,0.603,52.04986363636363
9022003781242/9022003781249,Litslena kyrka (Enköping),Graneberg (Enköping),59.663594,17.265946,59.670976,17.272177,1393,43,9,0.82,51.92090909090909
9022003780832/9022003780839,Skyttorps skola,Skyttorp station (Uppsala),60.074992,17.746007,60.080313,17.738215,1490,179,-52,0.763,51.675909090909094
9022003705052/9022003705050,Medborgarhuset (Bålsta) (Håbo),Lilla Hagalund (Bålsta) (Håbo),59.576376,17.511858,59.572541,17.521592,1637,136,-57,0.693,51.56549999999999
9022003700373/9022003700374,Skebogatan (Uppsala),Gimogatan (Uppsala),59.870731,17.602745,59.868859,17.607715,1313,72,-10,0.864,51.565090909090905
9022003780674/9022003780661,Drälinge (Uppsala),Åsby (Uppsala),59.991852,17.568161,59.985206,17.571642,1460,35,10,0.776,51.49818181818182
9022003700204/9022003700272,Möllersvärdsgatan (Uppsala),Rapsgatan norra (Uppsala),59.851727,17.696839,59.845814,17.687796,1270,100,10,0.888,51.261818181818185
9022003781181/9022003781002,Stora Torget (Enköping),Gustav Adolfs plan (Enköping),59.635373,17.077557,59.636758,17.075465,1549,133,-52,0.728,51.25781818181818
9022003700272/9022003700204,Rapsgatan norra (Uppsala),Möllersvärdsgatan (Uppsala),59.845814,17.687796,59.851727,17.696839,1272,109,-1,0.886,51.226909090909096
9022003700152/9022003700538,Bärbygatan (Uppsala),Garnisonen (Uppsala),59.885549,17.618158,59.8879,17.607173,1704,157,-80,0.661,51.19745454545455
9022003700374/9022003700373,Gimogatan (Uppsala),Skebogatan (Uppsala),59.868859,17.607715,59.870731,17.602745,1338,87,-10,0.84,51.087272727272726
9022003700353/9022003700336,Källarbäcksvägen (Uppsala),Kuggebro (Uppsala),59.826529,17.693449,59.832305,17.690761,1818,46,28,0.616,50.904
9022003780387/9022003780063,Rosendal (Ramstalund) (Uppsala),Navestahage (Uppsala),59.806925,17.458861,59.810858,17.470266,1440,32,7,0.775,50.72727272727273
9022003781199/9022003781426,S:t Ilian (Enköping),S:t Persgatan (Enköping),59.643688,17.081986,59.641529,17.080627,1390,35,-1,0.8,50.54545454545455
9022003700303/9022003700302,Prebendevägen (Bälinge) (Uppsala),Bälinge centrum (Uppsala),59.946527,17.541416,59.946394,17.535861,1474,53,6,0.754,50.518
9022003700373/9022003700544,Skebogatan (Uppsala),Librobäck (Uppsala),59.870731,17.602745,59.874143,17.594857,1338,55,-12,0.829,50.41827272727273
9022003700525/9022003700387,Uppsala Science Park (Uppsala),Ulleråker norra (Uppsala),59.843157,17.638761,59.83276,17.642666,1242,139,15,0.892,50.357454545454544
9022003700620/9022003700202,Uppsala Boland city,Stålgatan (Uppsala),59.847734,17.687904,59.855215,17.691504,1202,83,-1,0.916,50.04690909090909
9022003700270/9022003700547,Bolandsgatan (Uppsala),Stålgatan södra (Uppsala),59.848969,17.691311,59.845717,17.67382,1320,238,-42,0.834,50.04
9022003780757/9022003780770,Björkvallsskolan (Björklinge) (Uppsala),Tömvägen (Björklinge) (Uppsala),60.02894,17.549127,60.032483,17.545958,1335,81,3,0.824,50.00181818181818
9022003700544/9022003700371,Librobäck (Uppsala),Hållnäsgatan (Uppsala),59.874143,17.594857,59.877502,17.590127,1338,65,-14,0.822,49.99254545454545
9022003700308/9022003700306,Ryttarvägen (Lövstalöt) (Uppsala),Flädervägen (Lövstalöt) (Uppsala),59.957151,17.581016,59.958701,17.572505,1149,108,-2,0.957,49.9815
9022003780722/9022003780731,Björklinge södra (Uppsala),Björklingegården (Uppsala),60.0193,17.555776,60.023283,17.553959,1753,54,-24,0.627,49.9605
9022003700443/9022003700600,Solrosgatan (Uppsala),Uppsala Centralstationen (Uppsala),59.857708,17.658856,59.858683,17.64372,1838,101,69,0.598,49.960181818181816
9022003700204/9022003700270,Möllersvärdsgatan (Uppsala),Bolandsgatan (Uppsala),59.851727,17.696839,59.848969,17.691311,1320,77,16,0.83,49.8
